Text Collection,# of Positive Labeled Documents,k,One Class Learning Threshold,F1 Score
CSTR,20,5,average+2sigma,0.0337
CSTR,20,5,average+3sigma,0.0312
CSTR,20,5,average-1sigma,0.0610
CSTR,20,5,average-2sigma,0.0726
CSTR,20,5,average-3sigma,0.0969
CSTR,20,5,average,0.0458
CSTR,20,5,minimum,0.5006
CSTR,20,7,0.05,0.3829
CSTR,20,7,0.10,0.5834
CSTR,20,7,0.15,0.6341
CSTR,20,7,0.20,0.5645
CSTR,20,7,0.25,0.4714
CSTR,20,7,0.30,0.3675
CSTR,20,7,0.35,0.2705
CSTR,20,7,0.40,0.1826
CSTR,20,7,0.45,0.1129
CSTR,20,7,0.50,0.0651
CSTR,20,7,0.55,0.0488
CSTR,20,7,0.60,0.0310
CSTR,20,7,0.65,0.0245
CSTR,20,7,0.70,0.0192
CSTR,20,7,0.75,0.0133
CSTR,20,7,0.80,0.0059
CSTR,20,7,0.85,0.0040
CSTR,20,7,0.90,0.0040
CSTR,20,7,0.95,0.0022
CSTR,20,7,average+1sigma,0.0251
CSTR,20,7,average+2sigma,0.0178
CSTR,20,7,average+3sigma,0.0155
CSTR,20,7,average-1sigma,0.0363
CSTR,20,7,average-2sigma,0.0623
CSTR,20,7,average-3sigma,0.0811
CSTR,20,7,average,0.0328
CSTR,20,7,minimum,0.4286
CSTR,20,9,0.05,0.3874
CSTR,20,9,0.10,0.5799
CSTR,20,9,0.15,0.6217
CSTR,20,9,0.20,0.5703
CSTR,20,9,0.25,0.5002
CSTR,20,9,0.30,0.4202
CSTR,20,9,0.35,0.3076
CSTR,20,9,0.40,0.2007
CSTR,20,9,0.45,0.1089
CSTR,20,9,0.50,0.0869
CSTR,20,9,0.55,0.0553
CSTR,20,9,0.60,0.0323
CSTR,20,9,0.65,0.0250
CSTR,20,9,0.70,0.0196
CSTR,20,9,0.75,0.0125
CSTR,20,9,0.80,0.0107
CSTR,20,9,0.85,0.0065
CSTR,20,9,0.90,0.0009
CSTR,20,9,0.95,0.0005
CSTR,20,9,average+1sigma,0.0177
CSTR,20,9,average+2sigma,0.0135
CSTR,20,9,average+3sigma,0.0075
CSTR,20,9,average-1sigma,0.0298
CSTR,20,9,average-2sigma,0.0439
CSTR,20,9,average-3sigma,0.0570
CSTR,20,9,average,0.0213
CSTR,20,9,minimum,0.4079
CSTR,30,11,0.05,0.3089
CSTR,30,11,0.10,0.4453
CSTR,30,11,0.15,0.4978
CSTR,30,11,0.20,0.4327
CSTR,30,11,0.25,0.3331
CSTR,30,11,0.30,0.2382
CSTR,30,11,0.35,0.1795
CSTR,30,11,0.40,0.1285
CSTR,30,11,0.45,0.1018
CSTR,30,11,0.50,0.0787
CSTR,30,11,0.55,0.0701
CSTR,30,11,0.60,0.0565
CSTR,30,11,0.65,0.0398
CSTR,30,11,0.70,0.0331
CSTR,30,11,0.75,0.0179
CSTR,30,11,0.80,0.0145
CSTR,30,11,0.85,0.0116
CSTR,30,11,0.90,0.0026
CSTR,30,11,0.95,0.0021
CSTR,30,11,average+1sigma,0.0389
CSTR,30,11,average+2sigma,0.0345
CSTR,30,11,average+3sigma,0.0282
CSTR,30,11,average-1sigma,0.0591
CSTR,30,11,average-2sigma,0.0643
CSTR,30,11,average-3sigma,0.0828
CSTR,30,11,average,0.0459
CSTR,30,11,minimum,0.3628
CSTR,30,13,0.05,0.3076
CSTR,30,13,0.10,0.4382
CSTR,30,13,0.15,0.4970
CSTR,30,13,0.20,0.4336
CSTR,30,13,0.25,0.3348
CSTR,30,13,0.30,0.2519
CSTR,30,13,0.35,0.1930
CSTR,30,13,0.40,0.1420
CSTR,30,13,0.45,0.1024
CSTR,30,13,0.50,0.0857
CSTR,30,13,0.55,0.0678
CSTR,30,13,0.60,0.0521
CSTR,30,13,0.65,0.0436
CSTR,30,13,0.70,0.0328
CSTR,30,13,0.75,0.0259
CSTR,30,13,0.80,0.0200
CSTR,30,13,0.85,0.0131
CSTR,30,13,0.90,0.0012
CSTR,30,13,0.95,0.0012
CSTR,30,13,average+1sigma,0.0340
CSTR,30,13,average+2sigma,0.0305
CSTR,30,13,average+3sigma,0.0213
CSTR,30,13,average-1sigma,0.0506
CSTR,30,13,average-2sigma,0.0522
CSTR,30,13,average-3sigma,0.0583
CSTR,30,13,average,0.0409
CSTR,30,13,minimum,0.3569
CSTR,30,15,0.05,0.3074
CSTR,30,15,0.10,0.4396
CSTR,30,15,0.15,0.4947
CSTR,30,15,0.20,0.4398
CSTR,30,15,0.25,0.3581
CSTR,30,15,0.30,0.2783
CSTR,30,15,0.35,0.2023
CSTR,30,15,0.40,0.1476
CSTR,30,15,0.45,0.1083
CSTR,30,15,0.50,0.0893
CSTR,30,15,0.55,0.0710
CSTR,30,15,0.60,0.0619
CSTR,30,15,0.65,0.0509
CSTR,30,15,0.70,0.0447
CSTR,30,15,0.75,0.0293
CSTR,30,15,0.80,0.0208
CSTR,30,15,0.85,0.0144
CSTR,30,15,0.90,0.0024
CSTR,30,15,0.95,0.0019
CSTR,30,15,average+1sigma,0.0247
CSTR,30,15,average+2sigma,0.0207
CSTR,30,15,average+3sigma,0.0178
CSTR,30,15,average-1sigma,0.0456
CSTR,30,15,average-2sigma,0.0504
CSTR,30,15,average-3sigma,0.0682
CSTR,30,15,average,0.0424
CSTR,30,15,minimum,0.3330
CSTR,30,17,0.05,0.3054
CSTR,30,17,0.10,0.4404
CSTR,30,17,0.15,0.5031
CSTR,30,17,0.20,0.4527
CSTR,30,17,0.25,0.3513
CSTR,30,17,0.30,0.2770
CSTR,30,17,0.35,0.1999
CSTR,30,17,0.40,0.1519
CSTR,30,17,0.45,0.1107
CSTR,30,17,0.50,0.0895
CSTR,30,17,0.55,0.0756
CSTR,30,17,0.60,0.0599
CSTR,30,17,0.65,0.0492
CSTR,30,17,0.70,0.0416
CSTR,30,17,0.75,0.0278
CSTR,30,17,0.80,0.0248
CSTR,30,17,0.85,0.0158
CSTR,30,17,0.90,0.0012
CSTR,30,17,0.95,0.0005
CSTR,30,17,average+1sigma,0.0341
CSTR,30,17,average+2sigma,0.0275
CSTR,30,17,average+3sigma,0.0164
CSTR,30,17,average-1sigma,0.0540
CSTR,30,17,average-2sigma,0.0649
CSTR,30,17,average-3sigma,0.0784
CSTR,30,17,average,0.0434
CSTR,30,17,minimum,0.3377
CSTR,30,19,0.05,0.3051
CSTR,30,19,0.10,0.4324
CSTR,30,19,0.15,0.4945
CSTR,30,19,0.20,0.4496
CSTR,30,19,0.25,0.3725
CSTR,30,19,0.30,0.2853
CSTR,30,19,0.35,0.2204
CSTR,30,19,0.40,0.1807
CSTR,30,19,0.45,0.1341
CSTR,30,19,0.50,0.1206
CSTR,30,19,0.55,0.0950
CSTR,30,19,0.60,0.0670
CSTR,30,19,0.65,0.0523
CSTR,30,19,0.70,0.0433
CSTR,30,19,0.75,0.0190
CSTR,30,19,0.80,0.0190
CSTR,30,19,0.85,0.0153
CSTR,30,19,0.90,0.0029
CSTR,30,19,0.95,0.0024
CSTR,30,19,average+1sigma,0.0159
CSTR,30,19,average+2sigma,0.0159
CSTR,30,19,average+3sigma,0.0101
CSTR,30,19,average-1sigma,0.0257
CSTR,30,19,average-2sigma,0.0389
CSTR,30,19,average-3sigma,0.0551
CSTR,30,19,average,0.0194
CSTR,30,19,minimum,0.2982
CSTR,30,1,0.05,0.3045
CSTR,30,1,0.10,0.4797
CSTR,30,1,0.15,0.5093
CSTR,30,1,0.20,0.3929
CSTR,30,1,0.25,0.2458
CSTR,30,1,0.30,0.1347
CSTR,30,1,0.35,0.0606
CSTR,30,1,0.40,0.0436
CSTR,30,1,0.45,0.0206
CSTR,30,1,0.50,0.0088
CSTR,30,1,0.55,0.0029
CSTR,30,1,0.60,0.0000
CSTR,30,1,0.65,0.0000
CSTR,30,1,0.70,0.0000
CSTR,30,1,0.75,0.0000
CSTR,30,1,0.80,0.0000
CSTR,30,1,0.85,0.0000
CSTR,30,1,0.90,0.0000
CSTR,30,1,0.95,0.0000
CSTR,30,1,average+1sigma,0.1167
CSTR,30,1,average+2sigma,0.0949
CSTR,30,1,average+3sigma,0.0808
CSTR,30,1,average-1sigma,0.1891
CSTR,30,1,average-2sigma,0.2411
CSTR,30,1,average-3sigma,0.2909
CSTR,30,1,average,0.1418
CSTR,30,1,minimum,0.4569
CSTR,30,3,0.05,0.3078
CSTR,30,3,0.10,0.4682
CSTR,30,3,0.15,0.5072
CSTR,30,3,0.20,0.4102
CSTR,30,3,0.25,0.2794
CSTR,30,3,0.30,0.1720
CSTR,30,3,0.35,0.0990
CSTR,30,3,0.40,0.0622
CSTR,30,3,0.45,0.0445
CSTR,30,3,0.50,0.0324
CSTR,30,3,0.55,0.0290
CSTR,30,3,0.60,0.0235
CSTR,30,3,0.65,0.0176
CSTR,30,3,0.70,0.0147
CSTR,30,3,0.75,0.0088
CSTR,30,3,0.80,0.0059
CSTR,30,3,0.85,0.0029
CSTR,30,3,0.90,0.0000
CSTR,30,3,0.95,0.0000
CSTR,30,3,average+1sigma,0.0530
CSTR,30,3,average+2sigma,0.0454
CSTR,30,3,average+3sigma,0.0392
CSTR,30,3,average-1sigma,0.0777
CSTR,30,3,average-2sigma,0.1245
CSTR,30,3,average-3sigma,0.1708
CSTR,30,3,average,0.0571
CSTR,30,3,minimum,0.4384
CSTR,30,5,0.05,0.3099
CSTR,30,5,0.10,0.4669
CSTR,30,5,0.15,0.5098
CSTR,30,5,0.20,0.4111
CSTR,30,5,0.25,0.2929
CSTR,30,5,0.30,0.2004
CSTR,30,5,0.35,0.1460
CSTR,30,5,0.40,0.0952
CSTR,30,5,0.45,0.0728
CSTR,30,5,0.50,0.0557
CSTR,30,5,0.55,0.0348
CSTR,30,5,0.60,0.0280
CSTR,30,5,0.65,0.0217
CSTR,30,5,0.70,0.0188
CSTR,30,5,0.75,0.0094
CSTR,30,5,0.80,0.0035
CSTR,30,5,0.85,0.0000
CSTR,30,5,0.90,0.0000
CSTR,30,5,0.95,0.0000
CSTR,30,5,average+1sigma,0.0543
CSTR,30,5,average+2sigma,0.0429
CSTR,30,5,average+3sigma,0.0391
CSTR,30,5,average-1sigma,0.0707
CSTR,30,5,average-2sigma,0.0946
CSTR,30,5,average-3sigma,0.1165
CSTR,30,5,average,0.0623
CSTR,30,5,minimum,0.4144
CSTR,30,7,0.05,0.3096
CSTR,30,7,0.10,0.4614
CSTR,30,7,0.15,0.5132
CSTR,30,7,0.20,0.4240
CSTR,30,7,0.25,0.3059
CSTR,30,7,0.30,0.2170
CSTR,30,7,0.35,0.1504
CSTR,30,7,0.40,0.1037
CSTR,30,7,0.45,0.0860
CSTR,30,7,0.50,0.0753
CSTR,30,7,0.55,0.0532
CSTR,30,7,0.60,0.0292
CSTR,30,7,0.65,0.0217
CSTR,30,7,0.70,0.0160
CSTR,30,7,0.75,0.0153
CSTR,30,7,0.80,0.0067
CSTR,30,7,0.85,0.0000
CSTR,30,7,0.90,0.0000
CSTR,30,7,0.95,0.0000
CSTR,30,7,average+1sigma,0.0478
CSTR,30,7,average+2sigma,0.0370
CSTR,30,7,average+3sigma,0.0267
CSTR,30,7,average-1sigma,0.0720
CSTR,30,7,average-2sigma,0.0768
CSTR,30,7,average-3sigma,0.0922
CSTR,30,7,average,0.0587
CSTR,30,7,minimum,0.4015
CSTR,30,9,0.05,0.3106
CSTR,30,9,0.10,0.4535
CSTR,30,9,0.15,0.4937
CSTR,30,9,0.20,0.4234
CSTR,30,9,0.25,0.3041
CSTR,30,9,0.30,0.2110
CSTR,30,9,0.35,0.1541
CSTR,30,9,0.40,0.1098
CSTR,30,9,0.45,0.0915
CSTR,30,9,0.50,0.0679
CSTR,30,9,0.55,0.0478
CSTR,30,9,0.60,0.0377
CSTR,30,9,0.65,0.0331
CSTR,30,9,0.70,0.0248
CSTR,30,9,0.75,0.0131
CSTR,30,9,0.80,0.0067
CSTR,30,9,0.85,0.0007
CSTR,30,9,0.90,0.0007
CSTR,30,9,0.95,0.0000
CSTR,30,9,average+1sigma,0.0382
CSTR,30,9,average+2sigma,0.0354
CSTR,30,9,average+3sigma,0.0251
CSTR,30,9,average-1sigma,0.0500
CSTR,30,9,average-2sigma,0.0581
CSTR,30,9,average-3sigma,0.0702
CSTR,30,9,average,0.0421
CSTR,30,9,minimum,0.3945
CSTR,5,11,0.05,0.5254
CSTR,5,11,0.10,0.5718
CSTR,5,11,0.15,0.4684
CSTR,5,11,0.20,0.3548
CSTR,5,11,0.25,0.2823
CSTR,5,11,0.30,0.2116
CSTR,5,11,0.35,0.1551
CSTR,5,11,0.40,0.0989
CSTR,5,11,0.45,0.0604
CSTR,5,11,0.50,0.0522
CSTR,5,11,0.55,0.0336
CSTR,5,11,0.60,0.0131
CSTR,5,11,0.65,0.0083
CSTR,5,11,0.70,0.0056
CSTR,5,11,0.75,0.0044
CSTR,5,11,0.80,0.0032
CSTR,5,11,0.85,0.0032
CSTR,5,11,0.90,0.0008
CSTR,5,11,0.95,0.0008
CSTR,5,11,average+1sigma,0.0008
CSTR,5,11,average+2sigma,0.0008
CSTR,5,11,average+3sigma,0.0000
CSTR,5,11,average-1sigma,0.0068
CSTR,5,11,average-2sigma,0.0117
CSTR,5,11,average-3sigma,0.0661
CSTR,5,11,average,0.0008
CSTR,5,11,minimum,0.0529
CSTR,5,13,0.05,0.5254
CSTR,5,13,0.10,0.5718
CSTR,5,13,0.15,0.4684
CSTR,5,13,0.20,0.3548
CSTR,5,13,0.25,0.2823
CSTR,5,13,0.30,0.2116
CSTR,5,13,0.35,0.1551
CSTR,5,13,0.40,0.0989
CSTR,5,13,0.45,0.0604
CSTR,5,13,0.50,0.0522
CSTR,5,13,0.55,0.0336
CSTR,5,13,0.60,0.0131
CSTR,5,13,0.65,0.0083
CSTR,5,13,0.70,0.0056
CSTR,5,13,0.75,0.0044
CSTR,5,13,0.80,0.0032
CSTR,5,13,0.85,0.0032
CSTR,5,13,0.90,0.0008
CSTR,5,13,0.95,0.0008
CSTR,5,13,average+1sigma,0.0008
CSTR,5,13,average+2sigma,0.0008
CSTR,5,13,average+3sigma,0.0000
CSTR,5,13,average-1sigma,0.0068
CSTR,5,13,average-2sigma,0.0117
CSTR,5,13,average-3sigma,0.0661
CSTR,5,13,average,0.0008
CSTR,5,13,minimum,0.0529
CSTR,5,15,0.05,0.5254
CSTR,5,15,0.10,0.5718
CSTR,5,15,0.15,0.4684
CSTR,5,15,0.20,0.3548
CSTR,5,15,0.25,0.2823
CSTR,5,15,0.30,0.2116
CSTR,5,15,0.35,0.1551
CSTR,5,15,0.40,0.0989
CSTR,5,15,0.45,0.0604
CSTR,5,15,0.50,0.0522
CSTR,5,15,0.55,0.0336
CSTR,5,15,0.60,0.0131
CSTR,5,15,0.65,0.0083
CSTR,5,15,0.70,0.0056
CSTR,5,15,0.75,0.0044
CSTR,5,15,0.80,0.0032
CSTR,5,15,0.85,0.0032
CSTR,5,15,0.90,0.0008
CSTR,5,15,0.95,0.0008
CSTR,5,15,average+1sigma,0.0008
CSTR,5,15,average+2sigma,0.0008
CSTR,5,15,average+3sigma,0.0000
CSTR,5,15,average-1sigma,0.0068
CSTR,5,15,average-2sigma,0.0117
CSTR,5,15,average-3sigma,0.0661
CSTR,5,15,average,0.0008
CSTR,5,15,minimum,0.0529
CSTR,5,17,0.05,0.5254
CSTR,5,17,0.10,0.5718
CSTR,5,17,0.15,0.4684
CSTR,5,17,0.20,0.3548
CSTR,5,17,0.25,0.2823
CSTR,5,17,0.30,0.2116
CSTR,5,17,0.35,0.1551
CSTR,5,17,0.40,0.0989
CSTR,5,17,0.45,0.0604
CSTR,5,17,0.50,0.0522
CSTR,5,17,0.55,0.0336
CSTR,5,17,0.60,0.0131
CSTR,5,17,0.65,0.0083
CSTR,5,17,0.70,0.0056
CSTR,5,17,0.75,0.0044
CSTR,5,17,0.80,0.0032
CSTR,5,17,0.85,0.0032
CSTR,5,17,0.90,0.0008
CSTR,5,17,0.95,0.0008
CSTR,5,17,average+1sigma,0.0008
CSTR,5,17,average+2sigma,0.0008
CSTR,5,17,average+3sigma,0.0000
CSTR,5,17,average-1sigma,0.0068
CSTR,5,17,average-2sigma,0.0117
CSTR,5,17,average-3sigma,0.0661
CSTR,5,17,average,0.0008
CSTR,5,17,minimum,0.0529
CSTR,5,19,0.05,0.5254
CSTR,5,19,0.10,0.5718
CSTR,5,19,0.15,0.4684
CSTR,5,19,0.20,0.3548
CSTR,5,19,0.25,0.2823
CSTR,5,19,0.30,0.2116
CSTR,5,19,0.35,0.1551
CSTR,5,19,0.40,0.0989
CSTR,5,19,0.45,0.0604
CSTR,5,19,0.50,0.0522
CSTR,5,19,0.55,0.0336
CSTR,5,19,0.60,0.0131
CSTR,5,19,0.65,0.0083
CSTR,5,19,0.70,0.0056
CSTR,5,19,0.75,0.0044
CSTR,5,19,0.80,0.0032
CSTR,5,19,0.85,0.0032
CSTR,5,19,0.90,0.0008
CSTR,5,19,0.95,0.0008
CSTR,5,19,average+1sigma,0.0008
CSTR,5,19,average+2sigma,0.0008
CSTR,5,19,average+3sigma,0.0000
CSTR,5,19,average-1sigma,0.0068
CSTR,5,19,average-2sigma,0.0117
CSTR,5,19,average-3sigma,0.0661
CSTR,5,19,average,0.0008
CSTR,5,19,minimum,0.0529
CSTR,5,1,0.05,0.5515
CSTR,5,1,0.10,0.6006
CSTR,5,1,0.15,0.4465
CSTR,5,1,0.20,0.2956
CSTR,5,1,0.25,0.2137
CSTR,5,1,0.30,0.1367
CSTR,5,1,0.35,0.0689
CSTR,5,1,0.40,0.0501
CSTR,5,1,0.45,0.0237
CSTR,5,1,0.50,0.0150
CSTR,5,1,0.55,0.0079
CSTR,5,1,0.60,0.0051
CSTR,5,1,0.65,0.0036
CSTR,5,1,0.70,0.0000
CSTR,5,1,0.75,0.0000
CSTR,5,1,0.80,0.0000
CSTR,5,1,0.85,0.0000
CSTR,5,1,0.90,0.0000
CSTR,5,1,0.95,0.0000
CSTR,5,1,average+1sigma,0.0079
CSTR,5,1,average+2sigma,0.0055
CSTR,5,1,average+3sigma,0.0039
CSTR,5,1,average-1sigma,0.0350
CSTR,5,1,average-2sigma,0.0587
CSTR,5,1,average-3sigma,0.1212
CSTR,5,1,average,0.0130
CSTR,5,1,minimum,0.1356
CSTR,5,3,0.05,0.5328
CSTR,5,3,0.10,0.5879
CSTR,5,3,0.15,0.4475
CSTR,5,3,0.20,0.3269
CSTR,5,3,0.25,0.2481
CSTR,5,3,0.30,0.1775
CSTR,5,3,0.35,0.1111
CSTR,5,3,0.40,0.0696
CSTR,5,3,0.45,0.0446
CSTR,5,3,0.50,0.0337
CSTR,5,3,0.55,0.0226
CSTR,5,3,0.60,0.0131
CSTR,5,3,0.65,0.0075
CSTR,5,3,0.70,0.0040
CSTR,5,3,0.75,0.0028
CSTR,5,3,0.80,0.0028
CSTR,5,3,0.85,0.0016
CSTR,5,3,0.90,0.0004
CSTR,5,3,0.95,0.0004
CSTR,5,3,average+1sigma,0.0028
CSTR,5,3,average+2sigma,0.0016
CSTR,5,3,average+3sigma,0.0012
CSTR,5,3,average-1sigma,0.0084
CSTR,5,3,average-2sigma,0.0219
CSTR,5,3,average-3sigma,0.0614
CSTR,5,3,average,0.0040
CSTR,5,3,minimum,0.0616
CSTR,5,5,0.05,0.5254
CSTR,5,5,0.10,0.5718
CSTR,5,5,0.15,0.4684
CSTR,5,5,0.20,0.3548
CSTR,5,5,0.25,0.2823
CSTR,5,5,0.30,0.2116
CSTR,5,5,0.35,0.1551
CSTR,5,5,0.40,0.0989
CSTR,5,5,0.45,0.0604
CSTR,5,5,0.50,0.0522
CSTR,5,5,0.55,0.0336
CSTR,5,5,0.60,0.0131
CSTR,5,5,0.65,0.0083
CSTR,5,5,0.70,0.0056
CSTR,5,5,0.75,0.0044
CSTR,5,5,0.80,0.0032
CSTR,5,5,0.85,0.0032
CSTR,5,5,0.90,0.0008
CSTR,5,5,0.95,0.0008
CSTR,5,5,average+1sigma,0.0008
CSTR,5,5,average+2sigma,0.0008
CSTR,5,5,average+3sigma,0.0000
CSTR,5,5,average-1sigma,0.0068
CSTR,5,5,average-2sigma,0.0117
CSTR,5,5,average-3sigma,0.0661
CSTR,5,5,average,0.0008
CSTR,5,5,minimum,0.0529
CSTR,5,7,0.05,0.5254
CSTR,5,7,0.10,0.5718
CSTR,5,7,0.15,0.4684
CSTR,5,7,0.20,0.3548
CSTR,5,7,0.25,0.2823
CSTR,5,7,0.30,0.2116
CSTR,5,7,0.35,0.1551
CSTR,5,7,0.40,0.0989
CSTR,5,7,0.45,0.0604
CSTR,5,7,0.50,0.0522
CSTR,5,7,0.55,0.0336
CSTR,5,7,0.60,0.0131
CSTR,5,7,0.65,0.0083
CSTR,5,7,0.70,0.0056
CSTR,5,7,0.75,0.0044
CSTR,5,7,0.80,0.0032
CSTR,5,7,0.85,0.0032
CSTR,5,7,0.90,0.0008
CSTR,5,7,0.95,0.0008
CSTR,5,7,average+1sigma,0.0008
CSTR,5,7,average+2sigma,0.0008
CSTR,5,7,average+3sigma,0.0000
CSTR,5,7,average-1sigma,0.0068
CSTR,5,7,average-2sigma,0.0117
CSTR,5,7,average-3sigma,0.0661
CSTR,5,7,average,0.0008
CSTR,5,7,minimum,0.0529
CSTR,5,9,0.05,0.5254
CSTR,5,9,0.10,0.5718
CSTR,5,9,0.15,0.4684
CSTR,5,9,0.20,0.3548
CSTR,5,9,0.25,0.2823
CSTR,5,9,0.30,0.2116
CSTR,5,9,0.35,0.1551
CSTR,5,9,0.40,0.0989
CSTR,5,9,0.45,0.0604
CSTR,5,9,0.50,0.0522
CSTR,5,9,0.55,0.0336
CSTR,5,9,0.60,0.0131
CSTR,5,9,0.65,0.0083
CSTR,5,9,0.70,0.0056
CSTR,5,9,0.75,0.0044
CSTR,5,9,0.80,0.0032
CSTR,5,9,0.85,0.0032
CSTR,5,9,0.90,0.0008
CSTR,5,9,0.95,0.0008
CSTR,5,9,average+1sigma,0.0008
CSTR,5,9,average+2sigma,0.0008
CSTR,5,9,average+3sigma,0.0000
CSTR,5,9,average-1sigma,0.0068
CSTR,5,9,average-2sigma,0.0117
CSTR,5,9,average-3sigma,0.0661
CSTR,5,9,average,0.0008
CSTR,5,9,minimum,0.0529
oh0,1,11,0.05,0.4380
oh0,1,11,0.10,0.3106
oh0,1,11,0.15,0.1980
oh0,1,11,0.20,0.1207
oh0,1,11,0.25,0.0770
oh0,1,11,0.30,0.0471
oh0,1,11,0.35,0.0297
oh0,1,11,0.40,0.0206
oh0,1,11,0.45,0.0158
oh0,1,11,0.50,0.0098
oh0,1,11,0.55,0.0076
oh0,1,11,0.60,0.0047
oh0,1,11,0.65,0.0025
oh0,1,11,0.70,0.0022
oh0,1,11,0.75,0.0011
oh0,1,11,0.80,0.0000
oh0,1,11,0.85,0.0000
oh0,1,11,0.90,0.0000
oh0,1,11,0.95,0.0000
oh0,1,11,average+1sigma,0.0000
oh0,1,11,average+2sigma,0.0000
oh0,1,11,average+3sigma,0.0000
oh0,1,11,average-1sigma,0.0000
oh0,1,11,average-2sigma,0.0000
oh0,1,11,average-3sigma,0.0000
oh0,1,11,average,0.0000
oh0,1,11,minimum,0.0000
oh0,1,13,0.05,0.4380
oh0,1,13,0.10,0.3106
oh0,1,13,0.15,0.1980
oh0,1,13,0.20,0.1207
oh0,1,13,0.25,0.0770
oh0,1,13,0.30,0.0471
oh0,1,13,0.35,0.0297
oh0,1,13,0.40,0.0206
oh0,1,13,0.45,0.0158
oh0,1,13,0.50,0.0098
oh0,1,13,0.55,0.0076
oh0,1,13,0.60,0.0047
oh0,1,13,0.65,0.0025
oh0,1,13,0.70,0.0022
oh0,1,13,0.75,0.0011
oh0,1,13,0.80,0.0000
oh0,1,13,0.85,0.0000
oh0,1,13,0.90,0.0000
oh0,1,13,0.95,0.0000
oh0,1,13,average+1sigma,0.0000
oh0,1,13,average+2sigma,0.0000
oh0,1,13,average+3sigma,0.0000
oh0,1,13,average-1sigma,0.0000
oh0,1,13,average-2sigma,0.0000
oh0,1,13,average-3sigma,0.0000
oh0,1,13,average,0.0000
oh0,1,13,minimum,0.0000
oh0,1,15,0.05,0.4380
oh0,1,15,0.10,0.3106
oh0,1,15,0.15,0.1980
oh0,1,15,0.20,0.1207
oh0,1,15,0.25,0.0770
oh0,1,15,0.30,0.0471
oh0,1,15,0.35,0.0297
oh0,1,15,0.40,0.0206
oh0,1,15,0.45,0.0158
oh0,1,15,0.50,0.0098
oh0,1,15,0.55,0.0076
oh0,1,15,0.60,0.0047
oh0,1,15,0.65,0.0025
oh0,1,15,0.70,0.0022
oh0,1,15,0.75,0.0011
oh0,1,15,0.80,0.0000
oh0,1,15,0.85,0.0000
oh0,1,15,0.90,0.0000
oh0,1,15,0.95,0.0000
oh0,1,15,average+1sigma,0.0000
oh0,1,15,average+2sigma,0.0000
oh0,1,15,average+3sigma,0.0000
oh0,1,15,average-1sigma,0.0000
oh0,1,15,average-2sigma,0.0000
oh0,1,15,average-3sigma,0.0000
oh0,1,15,average,0.0000
oh0,1,15,minimum,0.0000
oh0,1,17,0.05,0.4380
oh0,1,17,0.10,0.3106
oh0,1,17,0.15,0.1980
oh0,1,17,0.20,0.1207
oh0,1,17,0.25,0.0770
oh0,1,17,0.30,0.0471
oh0,1,17,0.35,0.0297
oh0,1,17,0.40,0.0206
oh0,1,17,0.45,0.0158
oh0,1,17,0.50,0.0098
oh0,1,17,0.55,0.0076
oh0,1,17,0.60,0.0047
oh0,1,17,0.65,0.0025
oh0,1,17,0.70,0.0022
oh0,1,17,0.75,0.0011
oh0,1,17,0.80,0.0000
oh0,1,17,0.85,0.0000
oh0,1,17,0.90,0.0000
oh0,1,17,0.95,0.0000
oh0,1,17,average+1sigma,0.0000
oh0,1,17,average+2sigma,0.0000
oh0,1,17,average+3sigma,0.0000
oh0,1,17,average-1sigma,0.0000
oh0,1,17,average-2sigma,0.0000
oh0,1,17,average-3sigma,0.0000
oh0,1,17,average,0.0000
oh0,1,17,minimum,0.0000
oh0,1,19,0.05,0.4380
oh0,1,19,0.10,0.3106
oh0,1,19,0.15,0.1980
oh0,1,19,0.20,0.1207
oh0,1,19,0.25,0.0770
oh0,1,19,0.30,0.0471
oh0,1,19,0.35,0.0297
oh0,1,19,0.40,0.0206
oh0,1,19,0.45,0.0158
oh0,1,19,0.50,0.0098
oh0,1,19,0.55,0.0076
oh0,1,19,0.60,0.0047
oh0,1,19,0.65,0.0025
oh0,1,19,0.70,0.0022
oh0,1,19,0.75,0.0011
oh0,1,19,0.80,0.0000
oh0,1,19,0.85,0.0000
oh0,1,19,0.90,0.0000
oh0,1,19,0.95,0.0000
oh0,1,19,average+1sigma,0.0000
oh0,1,19,average+2sigma,0.0000
oh0,1,19,average+3sigma,0.0000
oh0,1,19,average-1sigma,0.0000
oh0,1,19,average-2sigma,0.0000
oh0,1,19,average-3sigma,0.0000
oh0,1,19,average,0.0000
oh0,1,19,minimum,0.0000
oh0,1,1,0.05,0.4380
oh0,1,1,0.10,0.3106
oh0,1,1,0.15,0.1980
oh0,1,1,0.20,0.1207
oh0,1,1,0.25,0.0770
oh0,1,1,0.30,0.0471
oh0,1,1,0.35,0.0297
oh0,1,1,0.40,0.0206
oh0,1,1,0.45,0.0158
oh0,1,1,0.50,0.0098
oh0,1,1,0.55,0.0076
oh0,1,1,0.60,0.0047
oh0,1,1,0.65,0.0025
oh0,1,1,0.70,0.0022
oh0,1,1,0.75,0.0011
oh0,1,1,0.80,0.0000
oh0,1,1,0.85,0.0000
oh0,1,1,0.90,0.0000
oh0,1,1,0.95,0.0000
oh0,1,1,average+1sigma,0.0000
oh0,1,1,average+2sigma,0.0000
oh0,1,1,average+3sigma,0.0000
oh0,1,1,average-1sigma,0.0000
