Text Collection,Classifier (NB/EM),# of Positive Labeled Documents,α,λ,# of iterations (m),Weight of Unlabeled Documents in EM,F1 Score,Standard Deviation,Negative Precision
tr31,EM,5,0.99,0.8,3,0.9,0.0147,0.0235,0.8425
tr31,EM,10,0.99,0.6,1,0.1,0.0266,0.0301,0.8620
tr31,EM,10,0.99,0.6,1,0.3,0.0250,0.0304,0.8620
tr31,EM,10,0.99,0.6,1,0.5,0.0262,0.0374,0.8620
tr31,EM,10,0.99,0.6,1,0.7,0.0292,0.0407,0.8620
tr31,EM,10,0.99,0.6,1,0.9,0.0310,0.0438,0.8620
tr31,EM,10,0.99,0.6,2,0.1,0.0166,0.0190,0.8562
tr31,EM,10,0.99,0.6,2,0.3,0.0148,0.0186,0.8562
tr31,EM,10,0.99,0.6,2,0.5,0.0142,0.0203,0.8562
tr31,EM,10,0.99,0.6,2,0.7,0.0153,0.0219,0.8562
tr31,EM,10,0.99,0.6,2,0.9,0.0179,0.0246,0.8562
tr31,EM,10,0.99,0.6,3,0.1,0.0233,0.0291,0.8550
tr31,EM,10,0.99,0.6,3,0.3,0.0236,0.0341,0.8550
tr31,EM,10,0.99,0.6,3,0.5,0.0229,0.0342,0.8550
tr31,EM,10,0.99,0.6,3,0.7,0.0240,0.0354,0.8550
tr31,EM,10,0.99,0.6,3,0.9,0.0252,0.0360,0.8550
tr31,EM,10,0.99,0.7,1,0.1,0.0361,0.0372,0.8649
tr31,EM,10,0.99,0.7,1,0.3,0.0380,0.0394,0.8649
tr31,EM,10,0.99,0.7,1,0.5,0.0411,0.0467,0.8649
tr31,EM,10,0.99,0.7,1,0.7,0.0414,0.0485,0.8649
tr31,EM,10,0.99,0.7,1,0.9,0.0410,0.0493,0.8649
tr31,EM,10,0.99,0.7,2,0.1,0.0344,0.0346,0.8593
tr31,EM,10,0.99,0.7,2,0.3,0.0336,0.0366,0.8593
tr31,EM,10,0.99,0.7,2,0.5,0.0359,0.0416,0.8593
tr31,EM,10,0.99,0.7,2,0.7,0.0365,0.0441,0.8593
tr31,EM,10,0.99,0.7,2,0.9,0.0385,0.0469,0.8593
tr31,EM,10,0.99,0.7,3,0.1,0.0322,0.0337,0.8554
tr31,EM,10,0.99,0.7,3,0.3,0.0307,0.0344,0.8554
tr31,EM,10,0.99,0.7,3,0.5,0.0297,0.0354,0.8554
tr31,EM,10,0.99,0.7,3,0.7,0.0297,0.0362,0.8554
tr31,EM,10,0.99,0.7,3,0.9,0.0315,0.0384,0.8554
tr31,EM,10,0.99,0.8,1,0.1,0.0585,0.0548,0.8689
tr31,EM,10,0.99,0.8,1,0.3,0.0618,0.0566,0.8689
tr31,EM,10,0.99,0.8,1,0.5,0.0684,0.0656,0.8689
tr31,EM,10,0.99,0.8,1,0.7,0.0727,0.0700,0.8689
tr31,EM,10,0.99,0.8,1,0.9,0.0750,0.0702,0.8689
tr31,EM,10,0.99,0.8,2,0.1,0.0452,0.0407,0.8604
tr31,EM,10,0.99,0.8,2,0.3,0.0451,0.0446,0.8604
tr31,EM,10,0.99,0.8,2,0.5,0.0453,0.0455,0.8604
tr31,EM,10,0.99,0.8,2,0.7,0.0447,0.0458,0.8604
tr31,EM,10,0.99,0.8,2,0.9,0.0444,0.0480,0.8604
tr31,EM,10,0.99,0.8,3,0.1,0.0182,0.0216,0.8540
tr31,EM,10,0.99,0.8,3,0.3,0.0194,0.0239,0.8540
tr31,EM,10,0.99,0.8,3,0.5,0.0197,0.0262,0.8540
tr31,EM,10,0.99,0.8,3,0.7,0.0208,0.0273,0.8540
tr31,EM,10,0.99,0.8,3,0.9,0.0237,0.0303,0.8540
tr31,EM,20,0.99,0.6,1,0.1,0.0877,0.0839,0.8977
tr31,EM,20,0.99,0.6,1,0.3,0.0899,0.0914,0.8977
tr31,EM,20,0.99,0.6,1,0.5,0.1280,0.1906,0.8977
tr31,EM,20,0.99,0.6,1,0.7,0.1301,0.1928,0.8977
tr31,EM,20,0.99,0.6,1,0.9,0.1208,0.1487,0.8977
tr31,EM,20,0.99,0.6,2,0.1,0.0428,0.0329,0.8807
tr31,EM,20,0.99,0.6,2,0.3,0.0420,0.0330,0.8807
tr31,EM,20,0.99,0.6,2,0.5,0.0545,0.0877,0.8807
tr31,EM,20,0.99,0.6,2,0.7,0.0549,0.0884,0.8807
tr31,EM,20,0.99,0.6,2,0.9,0.0669,0.1179,0.8807
tr31,EM,20,0.99,0.6,3,0.1,0.0434,0.0370,0.8755
tr31,EM,20,0.99,0.6,3,0.3,0.0453,0.0397,0.8755
tr31,EM,20,0.99,0.6,3,0.5,0.0425,0.0399,0.8755
tr31,EM,20,0.99,0.6,3,0.7,0.0496,0.0557,0.8755
tr31,EM,20,0.99,0.6,3,0.9,0.0499,0.0561,0.8755
tr31,EM,20,0.99,0.7,1,0.1,0.1001,0.0957,0.9047
tr31,EM,20,0.99,0.7,1,0.3,0.1024,0.1013,0.9047
tr31,EM,20,0.99,0.7,1,0.5,0.1396,0.1904,0.9047
tr31,EM,20,0.99,0.7,1,0.7,0.1292,0.1453,0.9047
tr31,EM,20,0.99,0.7,1,0.9,0.1305,0.1465,0.9047
tr31,EM,20,0.99,0.7,2,0.1,0.0673,0.0483,0.8858
tr31,EM,20,0.99,0.7,2,0.3,0.0673,0.0499,0.8858
tr31,EM,20,0.99,0.7,2,0.5,0.0695,0.0565,0.8858
tr31,EM,20,0.99,0.7,2,0.7,0.0746,0.0647,0.8858
tr31,EM,20,0.99,0.7,2,0.9,0.0735,0.0641,0.8858
tr31,EM,20,0.99,0.7,3,0.1,0.0610,0.0463,0.8784
tr31,EM,20,0.99,0.7,3,0.3,0.0619,0.0482,0.8784
tr31,EM,20,0.99,0.7,3,0.5,0.0644,0.0519,0.8784
tr31,EM,20,0.99,0.7,3,0.7,0.0641,0.0538,0.8784
tr31,EM,20,0.99,0.7,3,0.9,0.0666,0.0576,0.8784
tr31,EM,20,0.99,0.8,1,0.1,0.1298,0.1522,0.9141
tr31,EM,20,0.99,0.8,1,0.3,0.1371,0.1550,0.9141
tr31,EM,20,0.99,0.8,1,0.5,0.1565,0.1908,0.9141
tr31,EM,20,0.99,0.8,1,0.7,0.1483,0.1465,0.9141
tr31,EM,20,0.99,0.8,1,0.9,0.1532,0.1490,0.9141
tr31,EM,20,0.99,0.8,2,0.1,0.0838,0.0586,0.8913
tr31,EM,20,0.99,0.8,2,0.3,0.0852,0.0644,0.8913
tr31,EM,20,0.99,0.8,2,0.5,0.0888,0.0750,0.8913
tr31,EM,20,0.99,0.8,2,0.7,0.0911,0.0873,0.8913
tr31,EM,20,0.99,0.8,2,0.9,0.0962,0.0932,0.8913
tr31,EM,20,0.99,0.8,3,0.1,0.0466,0.0382,0.8775
tr31,EM,20,0.99,0.8,3,0.3,0.0493,0.0451,0.8775
tr31,EM,20,0.99,0.8,3,0.5,0.0547,0.0522,0.8775
tr31,EM,20,0.99,0.8,3,0.7,0.0612,0.0687,0.8775
tr31,EM,20,0.99,0.8,3,0.9,0.0685,0.0815,0.8775
tr31,EM,30,0.99,0.6,1,0.1,0.1498,0.1063,0.9029
tr31,EM,30,0.99,0.6,1,0.3,0.1577,0.1174,0.9029
tr31,EM,30,0.99,0.6,1,0.5,0.1673,0.1311,0.9029
tr31,EM,30,0.99,0.6,1,0.7,0.1722,0.1397,0.9029
tr31,EM,30,0.99,0.6,1,0.9,0.1744,0.1418,0.9029
tr31,EM,30,0.99,0.6,2,0.1,0.0799,0.0419,0.8801
tr31,EM,30,0.99,0.6,2,0.3,0.0826,0.0437,0.8801
tr31,EM,30,0.99,0.6,2,0.5,0.0871,0.0500,0.8801
tr31,EM,30,0.99,0.6,2,0.7,0.0868,0.0504,0.8801
tr31,EM,30,0.99,0.6,2,0.9,0.0882,0.0545,0.8801
tr31,EM,30,0.99,0.6,3,0.1,0.0813,0.0488,0.8736
tr31,EM,30,0.99,0.6,3,0.3,0.0823,0.0497,0.8736
tr31,EM,30,0.99,0.6,3,0.5,0.0875,0.0571,0.8736
tr31,EM,30,0.99,0.6,3,0.7,0.0917,0.0673,0.8736
tr31,EM,30,0.99,0.6,3,0.9,0.0945,0.0717,0.8736
tr31,EM,30,0.99,0.7,1,0.1,0.1718,0.1228,0.9172
tr31,EM,30,0.99,0.7,1,0.3,0.1786,0.1298,0.9172
tr31,EM,30,0.99,0.7,1,0.5,0.1845,0.1367,0.9172
tr31,EM,30,0.99,0.7,1,0.7,0.1871,0.1391,0.9172
tr31,EM,30,0.99,0.7,1,0.9,0.1891,0.1405,0.9172
tr31,EM,30,0.99,0.7,2,0.1,0.1095,0.0635,0.8836
tr31,EM,30,0.99,0.7,2,0.3,0.1103,0.0661,0.8836
tr31,EM,30,0.99,0.7,2,0.5,0.1132,0.0693,0.8836
tr31,EM,30,0.99,0.7,2,0.7,0.1167,0.0779,0.8836
tr31,EM,30,0.99,0.7,2,0.9,0.1210,0.0868,0.8836
tr31,EM,30,0.99,0.7,3,0.1,0.0977,0.0511,0.8785
tr31,EM,30,0.99,0.7,3,0.3,0.1032,0.0578,0.8785
tr31,EM,30,0.99,0.7,3,0.5,0.1070,0.0647,0.8785
tr31,EM,30,0.99,0.7,3,0.7,0.1086,0.0662,0.8785
tr31,EM,30,0.99,0.7,3,0.9,0.1104,0.0688,0.8785
tr31,EM,30,0.99,0.8,1,0.1,0.1881,0.1254,0.9290
tr31,EM,30,0.99,0.8,1,0.3,0.1959,0.1282,0.9290
tr31,EM,30,0.99,0.8,1,0.5,0.2012,0.1325,0.9290
tr31,EM,30,0.99,0.8,1,0.7,0.2027,0.1335,0.9290
tr31,EM,30,0.99,0.8,1,0.9,0.2046,0.1350,0.9290
tr31,EM,30,0.99,0.8,2,0.1,0.1317,0.0775,0.8926
tr31,EM,30,0.99,0.8,2,0.3,0.1404,0.0937,0.8926
tr31,EM,30,0.99,0.8,2,0.5,0.1491,0.1083,0.8926
tr31,EM,30,0.99,0.8,2,0.7,0.1564,0.1220,0.8926
tr31,EM,30,0.99,0.8,2,0.9,0.1570,0.1249,0.8926
tr31,EM,30,0.99,0.8,3,0.1,0.0849,0.0556,0.8738
tr31,EM,30,0.99,0.8,3,0.3,0.0915,0.0620,0.8738
tr31,EM,30,0.99,0.8,3,0.5,0.0925,0.0640,0.8738
tr31,EM,30,0.99,0.8,3,0.7,0.0932,0.0665,0.8738
tr31,EM,30,0.99,0.8,3,0.9,0.0947,0.0708,0.8738
tr31,NB,1,0.99,0.6,1,0.1,0.0109,0.0205,0.8578
tr31,NB,1,0.99,0.6,2,0.1,0.0090,0.0138,0.8580
tr31,NB,1,0.99,0.6,3,0.1,0.0140,0.0247,0.8586
tr31,NB,1,0.99,0.7,1,0.1,0.0122,0.0194,0.8579
tr31,NB,1,0.99,0.7,2,0.1,0.0200,0.0284,0.8581
tr31,NB,1,0.99,0.7,3,0.1,0.0142,0.0229,0.8580
tr31,NB,1,0.99,0.8,1,0.1,0.0108,0.0132,0.8579
tr31,NB,1,0.99,0.8,2,0.1,0.0251,0.0337,0.8578
tr31,NB,1,0.99,0.8,3,0.1,0.0151,0.0255,0.8574
tr31,NB,5,0.99,0.6,1,0.1,0.0174,0.0293,0.8425
tr31,NB,5,0.99,0.6,2,0.1,0.0129,0.0157,0.8424
tr31,NB,5,0.99,0.6,3,0.1,0.0190,0.0286,0.8432
tr31,NB,5,0.99,0.7,1,0.1,0.0164,0.0243,0.8422
tr31,NB,5,0.99,0.7,2,0.1,0.0254,0.0343,0.8424
tr31,NB,5,0.99,0.7,3,0.1,0.0218,0.0305,0.8426
tr31,NB,5,0.99,0.8,1,0.1,0.0185,0.0213,0.8435
tr31,NB,5,0.99,0.8,2,0.1,0.0306,0.0377,0.8420
tr31,NB,5,0.99,0.8,3,0.1,0.0160,0.0223,0.8425
tr31,NB,10,0.99,0.6,1,0.1,0.0307,0.0442,0.8620
tr31,NB,10,0.99,0.6,2,0.1,0.0193,0.0238,0.8562
tr31,NB,10,0.99,0.6,3,0.1,0.0239,0.0341,0.8550
tr31,NB,10,0.99,0.7,1,0.1,0.0355,0.0455,0.8649
tr31,NB,10,0.99,0.7,2,0.1,0.0364,0.0454,0.8593
tr31,NB,10,0.99,0.7,3,0.1,0.0283,0.0369,0.8554
tr31,NB,10,0.99,0.8,1,0.1,0.0436,0.0488,0.8689
tr31,NB,10,0.99,0.8,2,0.1,0.0397,0.0464,0.8604
tr31,NB,10,0.99,0.8,3,0.1,0.0227,0.0291,0.8540
tr31,NB,20,0.99,0.6,1,0.1,0.0626,0.0728,0.8977
tr31,NB,20,0.99,0.6,2,0.1,0.0331,0.0364,0.8807
tr31,NB,20,0.99,0.6,3,0.1,0.0325,0.0400,0.8755
tr31,NB,20,0.99,0.7,1,0.1,0.0718,0.0731,0.9047
tr31,NB,20,0.99,0.7,2,0.1,0.0554,0.0577,0.8858
tr31,NB,20,0.99,0.7,3,0.1,0.0466,0.0515,0.8784
tr31,NB,20,0.99,0.8,1,0.1,0.0937,0.0840,0.9141
tr31,NB,20,0.99,0.8,2,0.1,0.0603,0.0573,0.8913
tr31,NB,20,0.99,0.8,3,0.1,0.0463,0.0546,0.8775
tr31,NB,30,0.99,0.6,1,0.1,0.0939,0.0835,0.9029
tr31,NB,30,0.99,0.6,2,0.1,0.0599,0.0550,0.8801
tr31,NB,30,0.99,0.6,3,0.1,0.0575,0.0553,0.8736
tr31,NB,30,0.99,0.7,1,0.1,0.1135,0.0792,0.9172
tr31,NB,30,0.99,0.7,2,0.1,0.0779,0.0722,0.8836
tr31,NB,30,0.99,0.7,3,0.1,0.0718,0.0652,0.8785
tr31,NB,30,0.99,0.8,1,0.1,0.1371,0.0757,0.9290
tr31,NB,30,0.99,0.8,2,0.1,0.0856,0.0689,0.8926
tr31,NB,30,0.99,0.8,3,0.1,0.0683,0.0699,0.8738
re1,EM,1,0.99,0.6,1,0.1,0.0509,0.1022,0.9615
re1,EM,1,0.99,0.6,1,0.3,0.0612,0.0760,0.9615
re1,EM,1,0.99,0.6,1,0.5,0.0589,0.0703,0.9615
re1,EM,1,0.99,0.6,1,0.7,0.0598,0.0699,0.9615
re1,EM,1,0.99,0.6,1,0.9,0.0603,0.0700,0.9615
re1,EM,1,0.99,0.6,2,0.1,0.0580,0.1077,0.9618
re1,EM,1,0.99,0.6,2,0.3,0.0602,0.1034,0.9618
re1,EM,1,0.99,0.6,2,0.5,0.0619,0.1021,0.9618
re1,EM,1,0.99,0.6,2,0.7,0.0627,0.1013,0.9618
re1,EM,1,0.99,0.6,2,0.9,0.0628,0.1013,0.9618
re1,EM,1,0.99,0.6,3,0.1,0.0583,0.1108,0.9617
re1,EM,1,0.99,0.6,3,0.3,0.0588,0.1074,0.9617
re1,EM,1,0.99,0.6,3,0.5,0.0604,0.1070,0.9617
re1,EM,1,0.99,0.6,3,0.7,0.0608,0.1067,0.9617
re1,EM,1,0.99,0.6,3,0.9,0.0612,0.1064,0.9617
re1,EM,1,0.99,0.7,1,0.1,0.0493,0.1003,0.9613
re1,EM,1,0.99,0.7,1,0.3,0.0610,0.0757,0.9613
re1,EM,1,0.99,0.7,1,0.5,0.0606,0.0705,0.9613
re1,EM,1,0.99,0.7,1,0.7,0.0608,0.0700,0.9613
re1,EM,1,0.99,0.7,1,0.9,0.0612,0.0695,0.9613
re1,EM,1,0.99,0.7,2,0.1,0.0631,0.1074,0.9621
re1,EM,1,0.99,0.7,2,0.3,0.0650,0.1032,0.9621
re1,EM,1,0.99,0.7,2,0.5,0.0675,0.1022,0.9621
re1,EM,1,0.99,0.7,2,0.7,0.0695,0.1005,0.9621
re1,EM,1,0.99,0.7,2,0.9,0.0697,0.0996,0.9621
re1,EM,1,0.99,0.7,3,0.1,0.0586,0.1088,0.9618
re1,EM,1,0.99,0.7,3,0.3,0.0593,0.1060,0.9618
re1,EM,1,0.99,0.7,3,0.5,0.0597,0.1036,0.9618
re1,EM,1,0.99,0.7,3,0.7,0.0605,0.1029,0.9618
re1,EM,1,0.99,0.7,3,0.9,0.0607,0.1020,0.9618
re1,EM,1,0.99,0.8,1,0.1,0.0508,0.1025,0.9612
re1,EM,1,0.99,0.8,1,0.3,0.0607,0.0735,0.9612
re1,EM,1,0.99,0.8,1,0.5,0.0596,0.0705,0.9612
re1,EM,1,0.99,0.8,1,0.7,0.0603,0.0694,0.9612
re1,EM,1,0.99,0.8,1,0.9,0.0613,0.0706,0.9612
re1,EM,1,0.99,0.8,2,0.1,0.0624,0.1026,0.9622
re1,EM,1,0.99,0.8,2,0.3,0.0655,0.0984,0.9622
re1,EM,1,0.99,0.8,2,0.5,0.0663,0.0933,0.9622
re1,EM,1,0.99,0.8,2,0.7,0.0663,0.0914,0.9622
re1,EM,1,0.99,0.8,2,0.9,0.0656,0.0886,0.9622
re1,EM,1,0.99,0.8,3,0.1,0.0593,0.1069,0.9618
re1,EM,1,0.99,0.8,3,0.3,0.0616,0.1051,0.9618
re1,EM,1,0.99,0.8,3,0.5,0.0622,0.1032,0.9618
re1,EM,1,0.99,0.8,3,0.7,0.0628,0.1021,0.9618
re1,EM,1,0.99,0.8,3,0.9,0.0635,0.1015,0.9618
re1,EM,5,0.99,0.6,1,0.1,0.1233,0.1482,0.9658
re1,EM,5,0.99,0.6,1,0.3,0.0896,0.1012,0.9658
re1,EM,5,0.99,0.6,1,0.5,0.0762,0.0844,0.9658
re1,EM,5,0.99,0.6,1,0.7,0.0725,0.0786,0.9658
re1,EM,5,0.99,0.6,1,0.9,0.0710,0.0776,0.9658
re1,EM,5,0.99,0.6,2,0.1,0.0887,0.1179,0.9662
re1,EM,5,0.99,0.6,2,0.3,0.0853,0.1133,0.9662
re1,EM,5,0.99,0.6,2,0.5,0.0837,0.1102,0.9662
re1,EM,5,0.99,0.6,2,0.7,0.0833,0.1084,0.9662
re1,EM,5,0.99,0.6,2,0.9,0.0833,0.1078,0.9662
re1,EM,5,0.99,0.6,3,0.1,0.0907,0.1333,0.9664
re1,EM,5,0.99,0.6,3,0.3,0.0889,0.1280,0.9664
re1,EM,5,0.99,0.6,3,0.5,0.0877,0.1251,0.9664
re1,EM,5,0.99,0.6,3,0.7,0.0869,0.1229,0.9664
re1,EM,5,0.99,0.6,3,0.9,0.0869,0.1213,0.9664
re1,EM,5,0.99,0.7,1,0.1,0.1096,0.1359,0.9655
re1,EM,5,0.99,0.7,1,0.3,0.0872,0.0979,0.9655
re1,EM,5,0.99,0.7,1,0.5,0.0759,0.0829,0.9655
re1,EM,5,0.99,0.7,1,0.7,0.0726,0.0782,0.9655
re1,EM,5,0.99,0.7,1,0.9,0.0710,0.0763,0.9655
re1,EM,5,0.99,0.7,2,0.1,0.0884,0.1147,0.9663
re1,EM,5,0.99,0.7,2,0.3,0.0845,0.1087,0.9663
re1,EM,5,0.99,0.7,2,0.5,0.0843,0.1059,0.9663
re1,EM,5,0.99,0.7,2,0.7,0.0837,0.1032,0.9663
re1,EM,5,0.99,0.7,2,0.9,0.0828,0.1021,0.9663
re1,EM,5,0.99,0.7,3,0.1,0.0895,0.1248,0.9666
re1,EM,5,0.99,0.7,3,0.3,0.0867,0.1207,0.9666
re1,EM,5,0.99,0.7,3,0.5,0.0852,0.1172,0.9666
re1,EM,5,0.99,0.7,3,0.7,0.0850,0.1162,0.9666
re1,EM,5,0.99,0.7,3,0.9,0.0850,0.1157,0.9666
re1,EM,5,0.99,0.8,1,0.1,0.1097,0.1365,0.9654
re1,EM,5,0.99,0.8,1,0.3,0.0840,0.0901,0.9654
re1,EM,5,0.99,0.8,1,0.5,0.0733,0.0770,0.9654
re1,EM,5,0.99,0.8,1,0.7,0.0707,0.0745,0.9654
re1,EM,5,0.99,0.8,1,0.9,0.0694,0.0733,0.9654
re1,EM,5,0.99,0.8,2,0.1,0.0930,0.1140,0.9670
re1,EM,5,0.99,0.8,2,0.3,0.0876,0.1095,0.9670
re1,EM,5,0.99,0.8,2,0.5,0.0848,0.1041,0.9670
re1,EM,5,0.99,0.8,2,0.7,0.0850,0.1021,0.9670
re1,EM,5,0.99,0.8,2,0.9,0.0832,0.1001,0.9670
re1,EM,5,0.99,0.8,3,0.1,0.0900,0.1246,0.9668
re1,EM,5,0.99,0.8,3,0.3,0.0866,0.1187,0.9668
re1,EM,5,0.99,0.8,3,0.5,0.0848,0.1154,0.9668
re1,EM,5,0.99,0.8,3,0.7,0.0839,0.1127,0.9668
re1,EM,5,0.99,0.8,3,0.9,0.0838,0.1114,0.9668
re1,EM,10,0.99,0.6,1,0.1,0.2005,0.1720,0.9698
re1,EM,10,0.99,0.6,1,0.3,0.1299,0.1523,0.9698
re1,EM,10,0.99,0.6,1,0.5,0.1049,0.1186,0.9698
re1,EM,10,0.99,0.6,1,0.7,0.0962,0.1102,0.9698
re1,EM,10,0.99,0.6,1,0.9,0.0916,0.1050,0.9698
re1,EM,10,0.99,0.6,2,0.1,0.1261,0.1465,0.9704
re1,EM,10,0.99,0.6,2,0.3,0.1177,0.1432,0.9704
re1,EM,10,0.99,0.6,2,0.5,0.1130,0.1377,0.9704
re1,EM,10,0.99,0.6,2,0.7,0.1110,0.1347,0.9704
re1,EM,10,0.99,0.6,2,0.9,0.1101,0.1335,0.9704
re1,EM,10,0.99,0.6,3,0.1,0.1372,0.1724,0.9711
re1,EM,10,0.99,0.6,3,0.3,0.1309,0.1697,0.9711
re1,EM,10,0.99,0.6,3,0.5,0.1265,0.1641,0.9711
re1,EM,10,0.99,0.6,3,0.7,0.1241,0.1582,0.9711
re1,EM,10,0.99,0.6,3,0.9,0.1231,0.1568,0.9711
re1,EM,10,0.99,0.7,1,0.1,0.1821,0.1696,0.9696
re1,EM,10,0.99,0.7,1,0.3,0.1260,0.1511,0.9696
re1,EM,10,0.99,0.7,1,0.5,0.1016,0.1143,0.9696
re1,EM,10,0.99,0.7,1,0.7,0.0921,0.1033,0.9696
re1,EM,10,0.99,0.7,1,0.9,0.0863,0.0956,0.9696
re1,EM,10,0.99,0.7,2,0.1,0.1231,0.1374,0.9704
re1,EM,10,0.99,0.7,2,0.3,0.1149,0.1350,0.9704
re1,EM,10,0.99,0.7,2,0.5,0.1113,0.1304,0.9704
re1,EM,10,0.99,0.7,2,0.7,0.1096,0.1252,0.9704
re1,EM,10,0.99,0.7,2,0.9,0.1074,0.1219,0.9704
re1,EM,10,0.99,0.7,3,0.1,0.1231,0.1525,0.9706
re1,EM,10,0.99,0.7,3,0.3,0.1176,0.1497,0.9706
re1,EM,10,0.99,0.7,3,0.5,0.1151,0.1467,0.9706
re1,EM,10,0.99,0.7,3,0.7,0.1131,0.1438,0.9706
re1,EM,10,0.99,0.7,3,0.9,0.1121,0.1420,0.9706
re1,EM,10,0.99,0.8,1,0.1,0.1805,0.1679,0.9693
re1,EM,10,0.99,0.8,1,0.3,0.1238,0.1474,0.9693
re1,EM,10,0.99,0.8,1,0.5,0.0993,0.1107,0.9693
re1,EM,10,0.99,0.8,1,0.7,0.0904,0.0987,0.9693
re1,EM,10,0.99,0.8,1,0.9,0.0864,0.0952,0.9693
re1,EM,10,0.99,0.8,2,0.1,0.1254,0.1347,0.9709
re1,EM,10,0.99,0.8,2,0.3,0.1180,0.1330,0.9709
re1,EM,10,0.99,0.8,2,0.5,0.1112,0.1257,0.9709
re1,EM,10,0.99,0.8,2,0.7,0.1084,0.1203,0.9709
re1,EM,10,0.99,0.8,2,0.9,0.1059,0.1173,0.9709
re1,EM,10,0.99,0.8,3,0.1,0.1189,0.1427,0.9707
re1,EM,10,0.99,0.8,3,0.3,0.1131,0.1402,0.9707
re1,EM,10,0.99,0.8,3,0.5,0.1093,0.1358,0.9707
re1,EM,10,0.99,0.8,3,0.7,0.1066,0.1312,0.9707
re1,EM,10,0.99,0.8,3,0.9,0.1054,0.1291,0.9707
re1,EM,20,0.99,0.6,1,0.1,0.3636,0.1819,0.9646
re1,EM,20,0.99,0.6,1,0.3,0.2455,0.2125,0.9646
re1,EM,20,0.99,0.6,1,0.5,0.2163,0.1937,0.9646
re1,EM,20,0.99,0.6,1,0.7,0.1924,0.1724,0.9646
re1,EM,20,0.99,0.6,1,0.9,0.1757,0.1530,0.9646
re1,EM,20,0.99,0.6,2,0.1,0.2467,0.1875,0.9658
re1,EM,20,0.99,0.6,2,0.3,0.2300,0.1875,0.9658
re1,EM,20,0.99,0.6,2,0.5,0.2190,0.1798,0.9658
re1,EM,20,0.99,0.6,2,0.7,0.2116,0.1745,0.9658
re1,EM,20,0.99,0.6,2,0.9,0.2067,0.1714,0.9658
re1,EM,20,0.99,0.6,3,0.1,0.2635,0.1940,0.9675
re1,EM,20,0.99,0.6,3,0.3,0.2483,0.1953,0.9675
re1,EM,20,0.99,0.6,3,0.5,0.2353,0.1868,0.9675
re1,EM,20,0.99,0.6,3,0.7,0.2264,0.1803,0.9675
re1,EM,20,0.99,0.6,3,0.9,0.2228,0.1798,0.9675
re1,EM,20,0.99,0.7,1,0.1,0.3463,0.1839,0.9643
re1,EM,20,0.99,0.7,1,0.3,0.2412,0.2140,0.9643
re1,EM,20,0.99,0.7,1,0.5,0.2069,0.1886,0.9643
re1,EM,20,0.99,0.7,1,0.7,0.1821,0.1597,0.9643
re1,EM,20,0.99,0.7,1,0.9,0.1650,0.1397,0.9643
re1,EM,20,0.99,0.7,2,0.1,0.2348,0.1821,0.9657
re1,EM,20,0.99,0.7,2,0.3,0.2200,0.1789,0.9657
re1,EM,20,0.99,0.7,2,0.5,0.2100,0.1702,0.9657
re1,EM,20,0.99,0.7,2,0.7,0.2032,0.1642,0.9657
re1,EM,20,0.99,0.7,2,0.9,0.1993,0.1611,0.9657
re1,EM,20,0.99,0.7,3,0.1,0.2439,0.1879,0.9671
re1,EM,20,0.99,0.7,3,0.3,0.2302,0.1877,0.9671
re1,EM,20,0.99,0.7,3,0.5,0.2194,0.1825,0.9671
re1,EM,20,0.99,0.7,3,0.7,0.2130,0.1798,0.9671
re1,EM,20,0.99,0.7,3,0.9,0.2097,0.1787,0.9671
re1,EM,20,0.99,0.8,1,0.1,0.3523,0.1874,0.9639
re1,EM,20,0.99,0.8,1,0.3,0.2338,0.2089,0.9639
re1,EM,20,0.99,0.8,1,0.5,0.1928,0.1746,0.9639
re1,EM,20,0.99,0.8,1,0.7,0.1652,0.1362,0.9639
re1,EM,20,0.99,0.8,1,0.9,0.1570,0.1295,0.9639
re1,EM,20,0.99,0.8,2,0.1,0.2217,0.1593,0.9659
re1,EM,20,0.99,0.8,2,0.3,0.2094,0.1595,0.9659
re1,EM,20,0.99,0.8,2,0.5,0.1971,0.1520,0.9659
re1,EM,20,0.99,0.8,2,0.7,0.1904,0.1495,0.9659
re1,EM,20,0.99,0.8,2,0.9,0.1845,0.1469,0.9659
re1,EM,20,0.99,0.8,3,0.1,0.2280,0.1786,0.9665
re1,EM,20,0.99,0.8,3,0.3,0.2138,0.1769,0.9665
re1,EM,20,0.99,0.8,3,0.5,0.2056,0.1723,0.9665
re1,EM,20,0.99,0.8,3,0.7,0.1982,0.1673,0.9665
re1,EM,20,0.99,0.8,3,0.9,0.1939,0.1649,0.9665
re1,EM,30,0.99,0.6,1,0.1,0.3507,0.2330,0.9703
re1,EM,30,0.99,0.6,1,0.3,0.2647,0.2539,0.9703
re1,EM,30,0.99,0.6,1,0.5,0.2429,0.2465,0.9703
re1,EM,30,0.99,0.6,1,0.7,0.2200,0.2255,0.9703
re1,EM,30,0.99,0.6,1,0.9,0.2080,0.2178,0.9703
re1,EM,30,0.99,0.6,2,0.1,0.2745,0.2262,0.9725
re1,EM,30,0.99,0.6,2,0.3,0.2581,0.2236,0.9725
re1,EM,30,0.99,0.6,2,0.5,0.2460,0.2214,0.9725
re1,EM,30,0.99,0.6,2,0.7,0.2374,0.2180,0.9725
re1,EM,30,0.99,0.6,2,0.9,0.2328,0.2164,0.9725
